ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ACTUAL_SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,CUSTOMERNAME,POSTALCODE,COUNTRY,TERRITORY,DEALSIZE
10291,26,57.73,1500.98,9/8/2004,Shipped,3,9,2004,Trucks and Buses,60,Scandinavian Gift Ideas,S-844 67,Sweden,EMEA,Small
10305,41,53.48,2192.68,10/13/2004,Shipped,4,10,2004,Trucks and Buses,60,Marta's Replicas Co.,51247,USA,NA,Small
10313,34,52.87,1797.58,10/22/2004,Shipped,4,10,2004,Trucks and Buses,60,Canadian Gift Exchange Network,V3F 2K1,Canada,NA,Small
10322,35,61.21,2142.35,11/4/2004,Shipped,4,11,2004,Trucks and Buses,60,Online Diecast Creations Co.,62005,USA,NA,Small
10334,34,61.38,2086.92,11/19/2004,On Hold,4,11,2004,Trucks and Buses,60,"Volvo Model Replicas, Co",S-958 22,Sweden,EMEA,Small
10347,50,100,5000,11/29/2004,Shipped,4,11,2004,Trucks and Buses,60,"Australian Collectors, Co.",3004,Australia,APAC,Medium
10357,41,61.99,2541.59,12/10/2004,Shipped,4,12,2004,Trucks and Buses,60,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10370,22,96.86,2130.92,1/20/2005,Shipped,1,1,2005,Trucks and Buses,60,"Anna's Decorations, Ltd",2060,Australia,APAC,Small
10381,35,48.62,1701.7,2/17/2005,Shipped,1,2,2005,Trucks and Buses,60,Corporate Gift Ideas Co.,Unknown,USA,NA,Small
10391,44,38.5,1694,3/9/2005,Shipped,1,3,2005,Trucks and Buses,60,"Anna's Decorations, Ltd",2060,Australia,APAC,Small
10412,47,61.99,2913.53,5/3/2005,Shipped,2,5,2005,Trucks and Buses,60,Euro Shopping Channel,28034,Spain,EMEA,Small
10425,19,49.22,935.18,5/31/2005,In Process,2,5,2005,Trucks and Buses,60,La Rochelle Gifts,44000,France,EMEA,Small
10106,34,90.39,3073.26,2/17/2003,Shipped,1,2,2003,Planes,84,Rovelli Gifts,24100,Italy,EMEA,Medium
10120,29,71.81,2082.49,4/29/2003,Shipped,2,4,2003,Planes,84,"Australian Collectors, Co.",3004,Australia,APAC,Small
10133,49,69.27,3394.23,6/27/2003,Shipped,2,6,2003,Planes,84,Euro Shopping Channel,28034,Spain,EMEA,Medium
10145,30,85.32,2559.6,8/25/2003,Shipped,3,8,2003,Planes,84,Toys4GrownUps.com,90003,USA,NA,Small
10168,21,70.96,1490.16,10/28/2003,Shipped,4,10,2003,Planes,84,Technics Stores Inc.,94217,USA,NA,Small
10210,50,76.88,3844,1/12/2004,Shipped,1,1,2004,Planes,84,Osaka Souveniers Co.,530-0003,Japan,Japan,Medium
10223,47,100,4700,2/20/2004,Shipped,1,2,2004,Planes,84,"Australian Collectors, Co.",3004,Australia,APAC,Medium
10235,24,76.03,1824.72,4/2/2004,Shipped,2,4,2004,Planes,84,"Royal Canadian Collectables, Ltd.",T2F 8M4,Canada,NA,Small
10250,27,98.84,2668.68,5/11/2004,Shipped,2,5,2004,Planes,84,The Sharp Gifts Warehouse,94217,USA,NA,Small
10263,33,86.17,2843.61,6/28/2004,Shipped,2,6,2004,Planes,84,Gift Depot Inc.,97562,USA,NA,Small
10275,35,90.39,3163.65,7/23/2004,Shipped,3,7,2004,Planes,84,La Rochelle Gifts,44000,France,EMEA,Medium
10284,31,71.81,2226.11,8/21/2004,Shipped,3,8,2004,Planes,84,"Norway Gifts By Mail, Co.",N 0106,Norway,EMEA,Small
10297,25,82.79,2069.75,9/16/2004,Shipped,3,9,2004,Planes,84,"Clover Collections, Co.",2,Ireland,EMEA,Small
10308,27,82.79,2235.33,10/15/2004,Shipped,4,10,2004,Planes,84,Mini Classics,24067,USA,NA,Small
10318,31,100,3100,11/2/2004,Shipped,4,11,2004,Planes,84,Diecast Classics Inc.,70267,USA,NA,Medium
10327,45,100,4500,11/10/2004,Resolved,4,11,2004,Planes,84,Danish Wholesale Imports,1734,Denmark,EMEA,Medium
10339,27,100,2700,11/23/2004,Shipped,4,11,2004,Planes,84,"Tokyo Collectables, Ltd",106-0032,Japan,Japan,Small
10353,27,100,2700,12/4/2004,Shipped,4,12,2004,Planes,84,Gift Ideas Corp.,97561,USA,NA,Medium
10374,42,69.27,2909.34,2/2/2005,Shipped,1,2,2005,Planes,84,"Australian Gift Network, Co",4101,Australia,APAC,Small
10386,21,74.77,1570.17,3/1/2005,Resolved,1,3,2005,Planes,84,Euro Shopping Channel,28034,Spain,EMEA,Small
10398,34,76.88,2613.92,3/30/2005,Shipped,1,3,2005,Planes,84,Reims Collectables,51100,France,EMEA,Small
10401,42,76.03,3193.26,4/3/2005,On Hold,2,4,2005,Planes,84,Tekni Collectables Inc.,94019,USA,NA,Medium
10416,15,98.84,1482.6,5/10/2005,Shipped,2,5,2005,Planes,84,L'ordine Souveniers,42100,Italy,EMEA,Small
10107,29,70.87,2055.23,2/24/2003,Shipped,1,2,2003,Motorcycles,60,Land of Toys Inc.,10022,USA,NA,Small
10120,46,58.15,2674.9,4/29/2003,Shipped,2,4,2003,Motorcycles,60,"Australian Collectors, Co.",3004,Australia,APAC,Small
10134,30,61.78,1853.4,7/1/2003,Shipped,3,7,2003,Motorcycles,60,Lyon Souveniers,75508,France,EMEA,Small
10145,30,49.67,1490.1,8/25/2003,Shipped,3,8,2003,Motorcycles,60,Toys4GrownUps.com,90003,USA,NA,Small
10159,42,51.48,2162.16,10/10/2003,Shipped,4,10,2003,Motorcycles,60,Corporate Gift Ideas Co.,Unknown,USA,NA,Small
10168,46,61.18,2814.28,10/28/2003,Shipped,4,10,2003,Motorcycles,60,Technics Stores Inc.,94217,USA,NA,Small
10180,25,64.2,1605,11/11/2003,Shipped,4,11,2003,Motorcycles,60,Daedalus Designs Imports,59000,France,EMEA,Small
10188,32,65.42,2093.44,11/18/2003,Shipped,4,11,2003,Motorcycles,60,Herkku Gifts,N 5804,Norway,EMEA,Small
10201,30,64.81,1944.3,12/1/2003,Shipped,4,12,2003,Motorcycles,60,Mini Wheels Co.,Unknown,USA,NA,Small
10210,40,49.67,1986.8,1/12/2004,Shipped,1,1,2004,Motorcycles,60,Osaka Souveniers Co.,530-0003,Japan,Japan,Small
10223,28,60.57,1695.96,2/20/2004,Shipped,1,2,2004,Motorcycles,60,"Australian Collectors, Co.",3004,Australia,APAC,Small
10236,23,55.72,1281.56,4/3/2004,Shipped,2,4,2004,Motorcycles,60,Motor Mint Distributors Inc.,71270,USA,NA,Small
10251,29,61.18,1774.22,5/18/2004,Shipped,2,5,2004,Motorcycles,60,Tekni Collectables Inc.,94019,USA,NA,Small
10263,34,58.75,1997.5,6/28/2004,Shipped,2,6,2004,Motorcycles,60,Gift Depot Inc.,97562,USA,NA,Small
10275,37,63.6,2353.2,7/23/2004,Shipped,3,7,2004,Motorcycles,60,La Rochelle Gifts,44000,France,EMEA,Small
10285,20,49.06,981.2,8/27/2004,Shipped,3,8,2004,Motorcycles,60,Marta's Replicas Co.,51247,USA,NA,Small
10298,32,48.46,1550.72,9/27/2004,Shipped,3,9,2004,Motorcycles,60,Atelier graphique,44000,France,EMEA,Small
10308,34,52.09,1771.06,10/15/2004,Shipped,4,10,2004,Motorcycles,60,Mini Classics,24067,USA,NA,Small
10318,42,52.7,2213.4,11/2/2004,Shipped,4,11,2004,Motorcycles,60,Diecast Classics Inc.,70267,USA,NA,Small
10329,38,100,3800,11/15/2004,Shipped,4,11,2004,Motorcycles,60,Land of Toys Inc.,10022,USA,NA,Medium
10339,30,62.16,1864.8,11/23/2004,Shipped,4,11,2004,Motorcycles,60,"Tokyo Collectables, Ltd",106-0032,Japan,Japan,Small
10362,23,49.67,1142.41,1/5/2005,Shipped,1,1,2005,Motorcycles,60,Technics Stores Inc.,94217,USA,NA,Small
10374,22,53.3,1172.6,2/2/2005,Shipped,1,2,2005,Motorcycles,60,"Australian Gift Network, Co",4101,Australia,APAC,Small
10389,39,100,3900,3/3/2005,Shipped,1,3,2005,Motorcycles,60,Scandinavian Gift Ideas,S-844 67,Sweden,EMEA,Medium
10402,55,55.72,3064.6,4/7/2005,Shipped,2,4,2005,Motorcycles,60,Auto Canal Petit,75016,France,EMEA,Medium
10417,36,61.18,2202.48,5/13/2005,Disputed,2,5,2005,Motorcycles,60,Euro Shopping Channel,28034,Spain,EMEA,Small
10101,26,100,2600,1/9/2003,Shipped,1,1,2003,Vintage Cars,168,"Blauer See Auto, Co.",60528,Germany,EMEA,Medium
10110,31,100,3100,3/18/2003,Shipped,1,3,2003,Vintage Cars,168,"AV Stores, Co.",EC2 5NT,UK,EMEA,Medium
10125,34,100,3400,5/21/2003,Shipped,2,5,2003,Vintage Cars,168,"Australian Collectors, Co.",3004,Australia,APAC,Medium
10139,41,100,4100,7/16/2003,Shipped,3,7,2003,Vintage Cars,168,Souveniers And Things Co.,2067,Australia,APAC,Large
10149,23,100,2300,9/12/2003,Shipped,3,9,2003,Vintage Cars,168,Signal Collectibles Ltd.,94217,USA,NA,Medium
10162,48,100,4800,10/18/2003,Shipped,4,10,2003,Vintage Cars,168,Corporate Gift Ideas Co.,Unknown,USA,NA,Large
10173,22,100,2200,11/5/2003,Shipped,4,11,2003,Vintage Cars,168,Rovelli Gifts,24100,Italy,EMEA,Medium
10182,21,100,2100,11/12/2003,Shipped,4,11,2003,Vintage Cars,168,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10193,22,100,2200,11/21/2003,Shipped,4,11,2003,Vintage Cars,168,"Australian Collectables, Ltd",3150,Australia,APAC,Medium
10205,40,100,4000,12/3/2003,Shipped,4,12,2003,Vintage Cars,168,Euro Shopping Channel,28034,Spain,EMEA,Large
10214,50,100,5000,1/26/2004,Shipped,1,1,2004,Vintage Cars,168,"Corrida Auto Replicas, Ltd",28023,Spain,EMEA,Large
10227,29,100,2900,3/2/2004,Shipped,1,3,2004,Vintage Cars,168,"Saveley & Henriot, Co.",69004,France,EMEA,Medium
10244,43,100,4300,4/29/2004,Shipped,2,4,2004,Vintage Cars,168,Euro Shopping Channel,28034,Spain,EMEA,Medium
10255,24,100,2400,6/4/2004,Shipped,2,6,2004,Vintage Cars,168,Mini Caravy,67000,France,EMEA,Medium
10280,22,100,2200,8/17/2004,Shipped,3,8,2004,Vintage Cars,168,Amica Models & Co.,10100,Italy,EMEA,Medium
10289,43,100,4300,9/3/2004,Shipped,3,9,2004,Vintage Cars,168,Herkku Gifts,N 5804,Norway,EMEA,Large
10304,20,100,2000,10/11/2004,Shipped,4,10,2004,Vintage Cars,168,Auto Assoc. & Cie.,78000,France,EMEA,Medium
10312,25,100,2500,10/21/2004,Shipped,4,10,2004,Vintage Cars,168,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10322,36,100,3600,11/4/2004,Shipped,4,11,2004,Vintage Cars,168,Online Diecast Creations Co.,62005,USA,NA,Medium
10332,24,52.67,1264.08,11/17/2004,Shipped,4,11,2004,Vintage Cars,168,"AV Stores, Co.",EC2 5NT,UK,EMEA,Small
10347,21,100,2100,11/29/2004,Shipped,4,11,2004,Vintage Cars,168,"Australian Collectors, Co.",3004,Australia,APAC,Medium
10356,30,100,3000,12/9/2004,Shipped,4,12,2004,Vintage Cars,168,Lyon Souveniers,75508,France,EMEA,Medium
10367,32,94.79,3033.28,1/12/2005,Resolved,1,1,2005,Vintage Cars,168,Toys4GrownUps.com,90003,USA,NA,Medium
10380,21,47.18,990.78,2/16/2005,Shipped,1,2,2005,Vintage Cars,168,Euro Shopping Channel,28034,Spain,EMEA,Small
10390,26,78.11,2030.86,3/4/2005,Shipped,1,3,2005,Vintage Cars,168,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10421,35,100,3500,5/29/2005,In Process,2,5,2005,Vintage Cars,168,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10109,26,100,2600,3/10/2003,Shipped,1,3,2003,Classic Cars,132,Motor Mint Distributors Inc.,71270,USA,NA,Medium
10123,46,100,4600,5/20/2003,Shipped,2,5,2003,Classic Cars,132,Atelier graphique,44000,France,EMEA,Medium
10137,37,100,3700,7/10/2003,Shipped,3,7,2003,Classic Cars,132,Reims Collectables,51100,France,EMEA,Medium
10148,27,100,2700,9/11/2003,Shipped,3,9,2003,Classic Cars,132,"Anna's Decorations, Ltd",2060,Australia,APAC,Medium
10161,23,100,2300,10/17/2003,Shipped,4,10,2003,Classic Cars,132,Heintze Collectables,8200,Denmark,EMEA,Medium
10172,39,100,3900,11/5/2003,Shipped,4,11,2003,Classic Cars,132,Gift Depot Inc.,97562,USA,NA,Medium
10181,27,100,2700,11/12/2003,Shipped,4,11,2003,Classic Cars,132,Herkku Gifts,N 5804,Norway,EMEA,Medium
10192,38,100,3800,11/20/2003,Shipped,4,11,2003,Classic Cars,132,Online Diecast Creations Co.,62005,USA,NA,Medium
10204,27,100,2700,12/2/2003,Shipped,4,12,2003,Classic Cars,132,Muscle Machine Inc,10022,USA,NA,Medium
10212,40,100,4000,1/16/2004,Shipped,1,1,2004,Classic Cars,132,Euro Shopping Channel,28034,Spain,EMEA,Medium
10226,24,100,2400,2/26/2004,Shipped,1,2,2004,Classic Cars,132,Collectable Mini Designs Co.,91217,USA,NA,Medium
10241,44,100,4400,4/13/2004,Shipped,2,4,2004,Classic Cars,132,Mini Caravy,67000,France,EMEA,Medium
10253,37,100,3700,6/1/2004,Cancelled,2,6,2004,Classic Cars,132,"UK Collectables, Ltd.",WX1 6LT,UK,EMEA,Medium
10266,20,100,2000,7/6/2004,Shipped,3,7,2004,Classic Cars,132,L'ordine Souveniers,42100,Italy,EMEA,Small
10278,39,100,3900,8/6/2004,Shipped,3,8,2004,Classic Cars,132,Signal Gift Stores,83030,USA,NA,Medium
10287,44,100,4400,8/30/2004,Shipped,3,8,2004,Classic Cars,132,"Vida Sport, Ltd",1203,Switzerland,EMEA,Medium
10301,22,100,2200,10/5/2003,Shipped,4,10,2003,Classic Cars,132,"Norway Gifts By Mail, Co.",N 0106,Norway,EMEA,Medium
10311,43,100,4300,10/16/2004,Shipped,4,10,2004,Classic Cars,132,Euro Shopping Channel,28034,Spain,EMEA,Medium
10321,27,100,2700,11/4/2004,Shipped,4,11,2004,Classic Cars,132,FunGiftIdeas.com,50553,USA,NA,Small
10331,26,64.9,1687.4,11/17/2004,Shipped,4,11,2004,Classic Cars,132,Motor Mint Distributors Inc.,71270,USA,NA,Small
10343,25,52.32,1308,11/24/2004,Shipped,4,11,2004,Classic Cars,132,Reims Collectables,51100,France,EMEA,Small
10366,49,100,4900,1/10/2005,Shipped,1,1,2005,Classic Cars,132,Royale Belge,B-6000,Belgium,EMEA,Medium
10379,29,100,2900,2/10/2005,Shipped,1,2,2005,Classic Cars,132,Euro Shopping Channel,28034,Spain,EMEA,Medium
10407,41,100,4100,4/22/2005,On Hold,2,4,2005,Classic Cars,132,The Sharp Gifts Warehouse,94217,USA,NA,Medium
10419,55,100,5500,5/17/2005,Shipped,2,5,2005,Classic Cars,132,Salzburg Collectables,5020,Austria,EMEA,Large
10103,27,83.07,2242.89,1/29/2003,Shipped,1,1,2003,Vintage Cars,101,Baane Mini Imports,4110,Norway,EMEA,Small
10112,23,100,2300,3/24/2003,Shipped,1,3,2003,Vintage Cars,101,"Volvo Model Replicas, Co",S-958 22,Sweden,EMEA,Small
10126,31,90.17,2795.27,5/28/2003,Shipped,2,5,2003,Vintage Cars,101,"Corrida Auto Replicas, Ltd",28023,Spain,EMEA,Small
10139,46,100,4600,7/16/2003,Shipped,3,7,2003,Vintage Cars,101,Souveniers And Things Co.,2067,Australia,APAC,Medium
10150,47,91.18,4285.46,9/19/2003,Shipped,3,9,2003,Vintage Cars,101,"Dragon Souveniers, Ltd.",79903,Singapore,Japan,Medium
10163,31,100,3100,10/20/2003,Shipped,4,10,2003,Vintage Cars,101,Classic Legends Inc.,10022,USA,NA,Medium
10174,46,100,4600,11/6/2003,Shipped,4,11,2003,Vintage Cars,101,"Australian Gift Network, Co",4101,Australia,APAC,Medium
10183,37,89.15,3298.55,11/13/2003,Shipped,4,11,2003,Vintage Cars,101,"Classic Gift Ideas, Inc",71270,USA,NA,Medium
10193,28,93.21,2609.88,11/21/2003,Shipped,4,11,2003,Vintage Cars,101,"Australian Collectables, Ltd",3150,Australia,APAC,Small
10206,37,90.17,3336.29,12/5/2003,Shipped,4,12,2003,Vintage Cars,101,Canadian Gift Exchange Network,V3F 2K1,Canada,NA,Medium
10215,49,100,4900,1/29/2004,Shipped,1,1,2004,Vintage Cars,101,West Coast Collectables Co.,94019,USA,NA,Medium
10228,24,100,2400,3/10/2004,Shipped,1,3,2004,Vintage Cars,101,Cambridge Collectables Co.,51247,USA,NA,Small
10244,30,100,3000,4/29/2004,Shipped,2,4,2004,Vintage Cars,101,Euro Shopping Channel,28034,Spain,EMEA,Medium
10257,50,88.14,4407,6/14/2004,Shipped,2,6,2004,Vintage Cars,101,The Sharp Gifts Warehouse,94217,USA,NA,Medium
10270,31,96.24,2983.44,7/19/2004,Shipped,3,7,2004,Vintage Cars,101,Souveniers And Things Co.,2067,Australia,APAC,Small
10280,46,100,4600,8/17/2004,Shipped,3,8,2004,Vintage Cars,101,Amica Models & Co.,10100,Italy,EMEA,Medium
10291,47,100,4700,9/8/2004,Shipped,3,9,2004,Vintage Cars,101,Scandinavian Gift Ideas,S-844 67,Sweden,EMEA,Medium
10304,46,100,4600,10/11/2004,Shipped,4,10,2004,Vintage Cars,101,Auto Assoc. & Cie.,78000,France,EMEA,Medium
10312,37,100,3700,10/21/2004,Shipped,4,10,2004,Vintage Cars,101,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10322,33,100,3300,11/4/2004,Shipped,4,11,2004,Vintage Cars,101,Online Diecast Creations Co.,62005,USA,NA,Medium
10333,31,90.17,2795.27,11/18/2004,Shipped,4,11,2004,Vintage Cars,101,Mini Wheels Co.,Unknown,USA,NA,Small
10347,48,100,4800,11/29/2004,Shipped,4,11,2004,Vintage Cars,101,"Australian Collectors, Co.",3004,Australia,APAC,Medium
10357,41,87.13,3572.33,12/10/2004,Shipped,4,12,2004,Vintage Cars,101,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10369,42,100,4200,1/20/2005,Shipped,1,1,2005,Vintage Cars,101,Collectables For Less Inc.,58339,USA,NA,Medium
10381,41,100,4100,2/17/2005,Shipped,1,2,2005,Vintage Cars,101,Corporate Gift Ideas Co.,Unknown,USA,NA,Medium
10391,32,45.25,1448,3/9/2005,Shipped,1,3,2005,Vintage Cars,101,"Anna's Decorations, Ltd",2060,Australia,APAC,Small
10423,10,88.14,881.4,5/30/2005,In Process,2,5,2005,Vintage Cars,101,Petit Auto,B-1180,Belgium,EMEA,Small
10103,35,57.46,2011.1,1/29/2003,Shipped,1,1,2003,Vintage Cars,62,Baane Mini Imports,4110,Norway,EMEA,Small
10111,28,64.33,1801.24,3/25/2003,Shipped,1,3,2003,Vintage Cars,62,Mini Wheels Co.,Unknown,USA,NA,Small
10126,46,73.7,3390.2,5/28/2003,Shipped,2,5,2003,Vintage Cars,62,"Corrida Auto Replicas, Ltd",28023,Spain,EMEA,Medium
10139,20,71.2,1424,7/16/2003,Shipped,3,7,2003,Vintage Cars,62,Souveniers And Things Co.,2067,Australia,APAC,Small
10150,30,49.97,1499.1,9/19/2003,Shipped,3,9,2003,Vintage Cars,62,"Dragon Souveniers, Ltd.",79903,Singapore,Japan,Small
10163,48,69.96,3358.08,10/20/2003,Shipped,4,10,2003,Vintage Cars,62,Classic Legends Inc.,10022,USA,NA,Medium
10173,28,53.72,1504.16,11/5/2003,Shipped,4,11,2003,Vintage Cars,62,Rovelli Gifts,24100,Italy,EMEA,Small
10183,39,68.08,2655.12,11/13/2003,Shipped,4,11,2003,Vintage Cars,62,"Classic Gift Ideas, Inc",71270,USA,NA,Small
10193,24,51.84,1244.16,11/21/2003,Shipped,4,11,2003,Vintage Cars,62,"Australian Collectables, Ltd",3150,Australia,APAC,Small
10206,28,67.46,1888.88,12/5/2003,Shipped,4,12,2003,Vintage Cars,62,Canadian Gift Exchange Network,V3F 2K1,Canada,NA,Small
10215,31,58.71,1820.01,1/29/2004,Shipped,1,1,2004,Vintage Cars,62,West Coast Collectables Co.,94019,USA,NA,Small
10228,45,63.71,2866.95,3/10/2004,Shipped,1,3,2004,Vintage Cars,62,Cambridge Collectables Co.,51247,USA,NA,Small
10244,24,58.09,1394.16,4/29/2004,Shipped,2,4,2004,Vintage Cars,62,Euro Shopping Channel,28034,Spain,EMEA,Small
10257,49,53.72,2632.28,6/14/2004,Shipped,2,6,2004,Vintage Cars,62,The Sharp Gifts Warehouse,94217,USA,NA,Small
10269,32,63.08,2018.56,7/16/2004,Shipped,3,7,2004,Vintage Cars,62,Salzburg Collectables,5020,Austria,EMEA,Small
10280,43,68.71,2954.53,8/17/2004,Shipped,3,8,2004,Vintage Cars,62,Amica Models & Co.,10100,Italy,EMEA,Small
10291,37,50.59,1871.83,9/8/2004,Shipped,3,9,2004,Vintage Cars,62,Scandinavian Gift Ideas,S-844 67,Sweden,EMEA,Small
10304,24,64.96,1559.04,10/11/2004,Shipped,4,10,2004,Vintage Cars,62,Auto Assoc. & Cie.,78000,France,EMEA,Small
10312,35,53.72,1880.2,10/21/2004,Shipped,4,10,2004,Vintage Cars,62,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10322,41,29.87,1224.67,11/4/2004,Shipped,4,11,2004,Vintage Cars,62,Online Diecast Creations Co.,62005,USA,NA,Small
10332,26,100,2600,11/17/2004,Shipped,4,11,2004,Vintage Cars,62,"AV Stores, Co.",EC2 5NT,UK,EMEA,Small
10347,34,64.96,2208.64,11/29/2004,Shipped,4,11,2004,Vintage Cars,62,"Australian Collectors, Co.",3004,Australia,APAC,Small
10357,49,70.58,3458.42,12/10/2004,Shipped,4,12,2004,Vintage Cars,62,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10369,28,44.21,1237.88,1/20/2005,Shipped,1,1,2005,Vintage Cars,62,Collectables For Less Inc.,58339,USA,NA,Small
10381,40,68.08,2723.2,2/17/2005,Shipped,1,2,2005,Vintage Cars,62,Corporate Gift Ideas Co.,Unknown,USA,NA,Small
10392,37,59.96,2218.52,3/10/2005,Shipped,1,3,2005,Vintage Cars,62,Mini Auto Werke,8010,Austria,EMEA,Small
10423,31,53.72,1665.32,5/30/2005,In Process,2,5,2005,Vintage Cars,62,Petit Auto,B-1180,Belgium,EMEA,Small
10106,41,83.44,3421.04,2/17/2003,Shipped,1,2,2003,Ships,86,Rovelli Gifts,24100,Italy,EMEA,Medium
10119,21,89.46,1878.66,4/28/2003,Shipped,2,4,2003,Ships,86,Salzburg Collectables,5020,Austria,EMEA,Small
10130,40,96.34,3853.6,6/16/2003,Shipped,2,6,2003,Ships,86,Auto-Moto Classics Inc.,58339,USA,NA,Medium
10143,46,74.84,3442.64,8/10/2003,Shipped,3,8,2003,Ships,86,Mini Creations Ltd.,50553,USA,NA,Medium
10155,44,79.14,3482.16,10/6/2003,Shipped,4,10,2003,Ships,86,"Toys of Finland, Co.",21240,Finland,EMEA,Medium
10167,46,73.12,3363.52,10/23/2003,Cancelled,4,10,2003,Ships,86,Scandinavian Gift Ideas,S-844 67,Sweden,EMEA,Medium
10178,41,81.72,3350.52,11/8/2003,Shipped,4,11,2003,Ships,86,Alpha Cognac,31000,France,EMEA,Medium
10186,32,89.46,2862.72,11/14/2003,Shipped,4,11,2003,Ships,86,"Double Decker Gift Stores, Ltd",WA1 1DP,UK,EMEA,Small
10197,46,87.74,4036.04,11/26/2003,Shipped,4,11,2003,Ships,86,Enaco Distributors,8022,Spain,EMEA,Medium
10209,28,100,2800,1/9/2004,Shipped,1,1,2004,Ships,86,"Men 'R' US Retailers, Ltd.",Unknown,USA,NA,Small
10222,49,94.62,4636.38,2/19/2004,Shipped,1,2,2004,Ships,86,Collectable Mini Designs Co.,91217,USA,NA,Medium
10248,21,73.98,1553.58,5/7/2004,Cancelled,2,5,2004,Ships,86,Land of Toys Inc.,10022,USA,NA,Small
10262,32,84.3,2697.6,6/24/2004,Cancelled,2,6,2004,Ships,86,Euro Shopping Channel,28034,Spain,EMEA,Small
10273,34,98.06,3334.04,7/21/2004,Shipped,3,7,2004,Ships,86,Petit Auto,B-1180,Belgium,EMEA,Medium
10283,21,98.06,2059.26,8/20/2004,Shipped,3,8,2004,Ships,86,"Royal Canadian Collectables, Ltd.",T2F 8M4,Canada,NA,Small
10296,21,96.34,2023.14,9/15/2004,Shipped,3,9,2004,Ships,86,"Bavarian Collectables Imports, Co.",80686,Germany,EMEA,Small
10307,31,83.44,2586.64,10/14/2004,Shipped,4,10,2004,Ships,86,"Classic Gift Ideas, Inc",71270,USA,NA,Small
10316,21,94.62,1987.02,11/1/2004,Shipped,4,11,2004,Ships,86,giftsbymail.co.uk,PO31 7PJ,UK,EMEA,Small
10327,25,45.86,1146.5,11/10/2004,Resolved,4,11,2004,Ships,86,Danish Wholesale Imports,1734,Denmark,EMEA,Small
10338,28,82.58,2312.24,11/22/2004,Shipped,4,11,2004,Ships,86,Royale Belge,B-6000,Belgium,EMEA,Small
10350,43,64.97,2793.71,12/2/2004,Shipped,4,12,2004,Ships,86,Euro Shopping Channel,28034,Spain,EMEA,Small
10373,22,86.74,1908.28,1/31/2005,Shipped,1,1,2005,Ships,86,"Oulu Toy Supplies, Inc.",90110,Finland,EMEA,Small
10386,37,93.01,3441.37,3/1/2005,Resolved,1,3,2005,Ships,86,Euro Shopping Channel,28034,Spain,EMEA,Medium
10398,28,72.26,2023.28,3/30/2005,Shipped,1,3,2005,Ships,86,Reims Collectables,51100,France,EMEA,Small
10400,30,74.84,2245.2,4/1/2005,Shipped,2,4,2005,Ships,86,The Sharp Gifts Warehouse,94217,USA,NA,Small
10414,44,73.98,3255.12,5/6/2005,On Hold,2,5,2005,Ships,86,Gifts4AllAges.com,51003,USA,NA,Medium
10103,25,100,2500,1/29/2003,Shipped,1,1,2003,Vintage Cars,104,Baane Mini Imports,4110,Norway,EMEA,Small
10111,43,100,4300,3/25/2003,Shipped,1,3,2003,Vintage Cars,104,Mini Wheels Co.,Unknown,USA,NA,Medium
10126,30,97.39,2921.7,5/28/2003,Shipped,2,5,2003,Vintage Cars,104,"Corrida Auto Replicas, Ltd",28023,Spain,EMEA,Small
10139,20,90.06,1801.2,7/16/2003,Shipped,3,7,2003,Vintage Cars,104,Souveniers And Things Co.,2067,Australia,APAC,Small
10150,26,100,2600,9/19/2003,Shipped,3,9,2003,Vintage Cars,104,"Dragon Souveniers, Ltd.",79903,Singapore,Japan,Small
10163,40,100,4000,10/20/2003,Shipped,4,10,2003,Vintage Cars,104,Classic Legends Inc.,10022,USA,NA,Medium
10173,31,89.01,2759.31,11/5/2003,Shipped,4,11,2003,Vintage Cars,104,Rovelli Gifts,24100,Italy,EMEA,Small
10183,22,100,2200,11/13/2003,Shipped,4,11,2003,Vintage Cars,104,"Classic Gift Ideas, Inc",71270,USA,NA,Small
10193,23,100,2300,11/21/2003,Shipped,4,11,2003,Vintage Cars,104,"Australian Collectables, Ltd",3150,Australia,APAC,Small
10206,30,100,3000,12/5/2003,Shipped,4,12,2003,Vintage Cars,104,Canadian Gift Exchange Network,V3F 2K1,Canada,NA,Medium
10215,49,100,4900,1/29/2004,Shipped,1,1,2004,Vintage Cars,104,West Coast Collectables Co.,94019,USA,NA,Medium
10228,31,100,3100,3/10/2004,Shipped,1,3,2004,Vintage Cars,104,Cambridge Collectables Co.,51247,USA,NA,Medium
10244,29,100,2900,4/29/2004,Shipped,2,4,2004,Vintage Cars,104,Euro Shopping Channel,28034,Spain,EMEA,Medium
